Time,Track Title,Artist Name,Spotify URL,Apple URL
0:00:00,Outside,TOPS,https://open.spotify.com/track/6E3awekagAc8qMIXeDwfeY?si=7f0bef3771aa495d,https://music.apple.com/us/song/outside/885016902
0:03:27,Chito's Song,Cochemea,https://open.spotify.com/track/1mvjOCtQq7lXBhnXf32Yqf?si=4ea5b1dc5ae84739,https://music.apple.com/us/album/chitos-song-single/1513202522
0:08:00,Ef,Chanel Beads,https://open.spotify.com/track/636mLRkAl5yW0HpaUUUoj8?si=6bc9647162aa4dd5,https://music.apple.com/us/song/ef/1623683117
0:10:50,Strange Heat,Allah-Las,https://open.spotify.com/track/3to8Je9NQyAUemx96kIw4c?si=7107a2be4df94795,https://music.apple.com/us/song/strange-heat/1775752285
0:12:53,Piece of Mind,"Finn Foxell, NAYANA IZ",https://open.spotify.com/track/16hFwhatFJaziigS0rzJpQ?si=7616288e9f434856,https://music.apple.com/us/song/piece-of-mind/1778417037
0:14:55,Examination Of What,Digable Planets,https://open.spotify.com/track/6S4guhU5el6R2LjAeB05ur?si=c8659f627cc14a96,https://music.apple.com/us/song/examination-of-what/725211806
0:18:52,Charlotte's Thong,Connan Mockasin,https://open.spotify.com/track/5FYlubj1nGOUYmJ57ezUXu?si=88927a765cf541a7,https://music.apple.com/us/song/charlottes-thong/1775782789
0:27:38,I'm So Happy,Elliott Fullam,https://open.spotify.com/track/27lrWvyRfRh7Q53jzDkEVl?si=2b0b617b5f5043b6,https://music.apple.com/us/song/im-so-happy/1642466239
0:31:08,Smiling In Slow Motion,Mike Midnight,https://open.spotify.com/track/0Rwgnq0LNX6e3kmh633B1t?si=bc7c1462e77446f7,https://music.apple.com/us/song/smiling-in-slow-motion/1654523862
0:34:51,Lesser Speeds,Kareem Ali,https://open.spotify.com/track/33uN2JE7hjRcbuBPVrQFgk?si=c45c0b38156a46a2,https://music.apple.com/us/song/lesser-speeds/1539219766
0:39:44,"Deep - 7"" Mix",Space Ghost,https://open.spotify.com/track/6A9tMVmtUhjWewDbn7tcFE?si=65186201e3be4a95,https://music.apple.com/us/song/deep-7-mix/1599645544
0:43:05,Tastes Like Freedom - Chaos In The CBD Remix,"30/70, Chaos In The CBD",https://open.spotify.com/track/6syv9meXafns0UbFE1KRdg?si=35539b2360584ee5,https://music.apple.com/us/song/tastes-like-freedom-chaos-in-the-cbd-remix/1572826835
0:48:07,Reminisce Avenue,Rioleval,https://open.spotify.com/track/3SREiqxY1wbKjn6zgxT0l7?si=39b6a3ab0f624a9f,https://music.apple.com/us/song/reminisce-avenue/1578237036
0:50:57,Turtle Jazz,"dublon, sunflwr",https://open.spotify.com/track/6Vx2Z3efuMINFSDOX1PoAu?si=b21367c9c9a34326,https://music.apple.com/us/song/turtle-jazz/1722297179
0:53:18,Khala My Friend,Amanaz,https://open.spotify.com/track/5xevas4P14kVmD4St0X3yy?si=d88a855b7a51406c,https://music.apple.com/us/song/khala-my-friend/1705349624
