Time,Track Title,Artist Name,Spotify URL,Apple URL
0:00:00,Inside My Mind (Blue Skies),Groove Armada,https://open.spotify.com/track/4K0QpmPPibcLNYKy7cyO3Z?si=2e0314fc17ba4897,https://music.apple.com/us/song/inside-my-mind-blue-skies/304756753
0:06:42,May Ninth,Khruangbin,https://open.spotify.com/track/5yVGW2o9LXaiiS4I3HUM3k?si=4e48a37edb744ac0,https://music.apple.com/us/song/may-ninth/1721004332
0:09:38,Golden Brown,The Stranglers,https://open.spotify.com/track/2AX5E86cn9n2dgioZEjirI?si=18843513f4c54e56,https://music.apple.com/us/song/golden-brown/696838901
0:13:00,Take What's Given,BADBADNOTGOOD,https://open.spotify.com/track/5ai9YGfkYzJ6WHtFIPiIdD?si=bd035e435ac8416d,https://music.apple.com/us/song/take-whats-given/1724203353
0:15:48,Autum Perspective,Vanessa Daou,https://open.spotify.com/track/4c2PsiWzzRmjOrWRnn0i2G?si=ed487e250dbf4963,https://music.apple.com/us/song/autumn-perspective/674820485
0:21:57,Blood And Marrow - Stro Elliot Remix,"Hiatus Kaiyote, Stro Elliot",https://open.spotify.com/track/3iN4zfgGP4Yw4iHlHqz50c?si=daa58d365b9d4d40,https://music.apple.com/us/song/blood-and-marrow-stro-elliot-remix/1610329163
0:25:20,Zwei - JAGO Remix,"Electric Mind, JAGO",https://open.spotify.com/track/7gq6CxeAmNiZftarpPpVAA?si=10a963d117fb4068,https://music.apple.com/us/song/zwei-jago-remix/1440656847
0:30:54,Grilos,Erasmo Carlos,https://open.spotify.com/track/73oghiPL15UQjgckP1xWuA?si=302e94e954844f9b,https://music.apple.com/us/song/grilos/1443766403
0:33:41,Big Iron,Marty Robbins,https://open.spotify.com/track/0AQquaENerGps8BQmbPw14?si=8eccbc3846464473,https://music.apple.com/us/song/big-iron/158516963
0:37:34,Misty Morning,Travis Bretzer,https://open.spotify.com/track/6QCQ48N3i8CGei9GOTfofk?si=b95aaef24b64495d,https://music.apple.com/us/song/misty-morning/1848194279
0:40:06,Riot!,Earl Sweatshirt,https://open.spotify.com/track/6cmt9CRoK0KGcNg9Tpje53?si=fa60918bef1c49e0,https://music.apple.com/us/song/riot/1442400732
0:41:11,Misteria,Mike Francis,https://open.spotify.com/track/4n1EbHqfRQsLnfjMXiUhBh?si=16e75cce69804813,https://music.apple.com/us/song/misteria/1847939195
0:45:50,It Feels Great,Car Culture,https://open.spotify.com/track/4AxZw1LoHkqFA48Iu8YCW1?si=242caa8710934237,https://music.apple.com/us/song/it-feels-great/1840011292
0:49:40,In Your Arms,Sunbeam Sound Machine,https://open.spotify.com/track/07A0whlnYwfWfLQy4qh3Tq?si=aff095f1a17c4196,https://music.apple.com/us/song/in-your-arms/925235863
0:54:12,Real Sugar,"Boy Deco, Quantum Keys",https://open.spotify.com/track/6x6N8bAelrCSRqxtZNDBru?si=7d2616aa1b764dbe,https://music.apple.com/us/song/real-sugar/1717078464
0:56:49,Kathy's Waltz,Dave Brubeck Quartet,https://open.spotify.com/track/3XfaSRXfGuWT1rrn9lWx30?si=73dbfd2d9a3f4c85,https://music.apple.com/us/song/kathys-waltz/193085822
1:01:30,Sex Tourists,French Kicks,https://open.spotify.com/track/5je50db3mMgUEXcc47V2QM?si=34b939ad4fea490f,https://music.apple.com/us/song/sex-tourists/1441451231
1:04:50,Program,Silver Apples,https://open.spotify.com/track/17NTyKH575Q3QWrRq64MfX?si=2054f7c01c9e48cb,https://music.apple.com/us/song/program/1444073757
