Time,Track Title,Artist Name,Spotify URL,Apple URL
0:00:00,Dreamers Tied to Chairs,Ashrae Fax,https://open.spotify.com/track/79cpCHoL99eKJyYuDMDVwC?si=c754730a9a9341bc,https://music.apple.com/us/song/dreamers-tied-to-chairs/1775773719
0:04:16,Mindflower,Now Always Fades,https://open.spotify.com/track/3xHMMtjr6MCB5TwildjO2V?si=207aac9dec3348d8,https://music.apple.com/us/song/mindflower/1798856486
0:08:16,Anything You Want,Acopia,https://open.spotify.com/track/1Nukuhng5t7KShpcXffNu7?si=61d7600b80eb4deb,https://music.apple.com/us/song/anything-you-want/1858268728
0:11:08,Aurora,Quiet Light,https://open.spotify.com/track/60ROE8El697cDcueQiU2hD?si=a01e145123024c1a,https://music.apple.com/us/song/aurora/1791272307
0:14:24,The Monkey House,"Absent Music, Jan Van den Broeke",https://open.spotify.com/track/60cyPWpcv1JNHhNQOz1r92?si=5b477a075e5d463f,https://music.apple.com/us/song/the-monkey-house/1798780332
0:16:50,E36,Jordon Alexander,https://open.spotify.com/track/2C0gvcWSmU3JGsORO2HjjM?si=a0b1c5b2b08247a2,https://music.apple.com/us/song/e36/1568291229
0:19:44,Desert Raven,Jonathan Wilson,https://open.spotify.com/track/6MR187u56N9GHU0yj7gl7M?si=4d631adef90641d5,https://music.apple.com/us/song/desert-raven/450182156
0:27:30,"You Crash the Car, You Burn Again",Natan AK,https://open.spotify.com/track/5yrylPNgpbiFjYJEZklMcH?si=ede7041d740f4a3c,https://music.apple.com/us/song/you-crash-the-car-you-burn-again/1870109360
0:32:44,405 - Metronomy x Biig Piig,"Metronomy, Biig Piig",https://open.spotify.com/track/1KjLbuPsJmYdZJt0CsyVAg?si=bc03315f6b2a4e2d,https://music.apple.com/us/song/405-metronomy-x-biig-piig/1583075163
0:37:01,Ritual Union,Little Dragon,https://open.spotify.com/track/5uTjNzGKCQ50synrf9dWmT?si=a8e40bface6c4310,https://music.apple.com/us/song/ritual-union/444929110
0:40:29,Jumbo,Underworld,https://open.spotify.com/track/3VIMS1p3sNifH0RQnmDf7s?si=cad36d85abdb4f7e,https://music.apple.com/us/song/jumbo-remastered/1442999165
0:47:10,Sola Sistim,Underworld,https://open.spotify.com/track/4hWuNTCyQeQkzBPjjVE9rX?si=34de358cf23e46bb,https://music.apple.com/us/song/sola-sistim/157961654
0:53:30,Falling,Julee Cruise,https://open.spotify.com/track/31CYUJj5f9lbQ0Qqm9PzK5?si=43b64e7be50c4fb1,https://music.apple.com/us/song/falling/374382631
0:58:41,Trailer Park Boys Theme Song,Brooklyn Boogaloo Blowout,https://open.spotify.com/track/6wZKKkaV8ICKw3hJTPaxlr?si=c99fc754a94d40a9,https://music.apple.com/us/song/trailer-park-boys-theme-song/1268730914
