Time,Track Title,Artist Name,Spotify URL,Apple URL
0:00:00,Vomitspit,MF DOOM,https://open.spotify.com/track/0oduroQUXgL9mb4JO8XzB9?si=afdf5341b32d4a43,https://music.apple.com/us/song/vomitspit/1558162908
0:02:46,Wild Ones,"Babe Rainbow, Alex Knost",https://open.spotify.com/track/2CzORABitB79UscXFNpdXy?si=92c89c9ea2604c9e,https://music.apple.com/us/song/wild-ones-feat-alex-knost/1706346321
0:05:57,JBS,Chaz Bundick,https://open.spotify.com/track/0KDX5CxMMnHiiU2nislQYI?si=aa0b14b29e2b4b0b,https://music.apple.com/us/song/jbs/1583496906
0:12:10,Something (On My Mind),Jack J,https://open.spotify.com/track/2Yc1SkH8ye0fQ0cG2f6jhO?si=91eac87364e44ea6,https://music.apple.com/us/song/something-on-my-mind/1481896449
0:21:53,Strawberry Fields Forever,The Beatles,https://open.spotify.com/track/3Am0IbOxmvlSXro7N5iSfZ?si=fbd524ae9ce4429e,https://music.apple.com/us/song/strawberry-fields-forever/1441163771
0:25:47,The Joy,Prince Josh,https://open.spotify.com/track/1v0DgZfh7UlphZFlWXYrZG?si=cbef2eb1c7724fd2,https://music.apple.com/us/song/the-joy/1849257006
0:30:31,Ending on a Hi Note,Drugdealer,https://open.spotify.com/track/6GSxwMte4hwRShmRcrP1pO?si=800f0f478d4d4993,https://music.apple.com/us/song/ending-on-a-hi-note/1775806561
0:32:00,Shut the Door,Saada Bonaire,https://open.spotify.com/track/0umDMcCpjNpr0Axz9HF05k?si=4734e88e2e05435e,https://music.apple.com/us/song/shut-the-door/1608029189
0:36:53,Come And Play In The Milky Night (Demo),Stereolab,https://open.spotify.com/track/1ql7B8knGgf009uJYWeKZo?si=2b9524cbd5bc47db,https://music.apple.com/us/song/come-and-play-in-the-milky-night-demo/1471004979
0:38:24,These Walls,"Kendrick Lamar, Bilal, Anna Wise, Thundercat",https://open.spotify.com/track/7uWVT3UkCAZyANvv0bdyQn?si=dcecfeb0ab3b473a,https://music.apple.com/us/song/these-walls-feat-bilal-anna-wise-thundercat/1440829150
0:43:32,At the River,Groove Armada,https://open.spotify.com/track/0KIPa0YuQ5QFmlAqRyXNd9?si=3fa59aa947c0445e,https://music.apple.com/us/song/at-the-river/304756750
0:49:41,He Got Game,"Public Enemy, Stephen Stills",https://open.spotify.com/track/48zajk3g8P3BMT7F9BbDoD?si=e65c5679096348fa,https://music.apple.com/us/song/he-got-game-feat-stephen-stills/1424733591
0:54:24,Sexy Boy,Air,https://open.spotify.com/track/6INLpBxo9F5QMer04VXEnd?si=dc1a215a44e441f1,https://music.apple.com/us/song/sexy-boy/693063918
0:58:44,New York 93 (Baba Stiltz Remix),"Yaeji, Baba Stiltz",https://open.spotify.com/track/1EmzJoY8vhfhpFIgccI8Il?si=c2536195735d4701,https://music.apple.com/us/song/new-york-93-baba-stiltz-remix/1510365917
,,,,
,,,, 
