Time,Track Title,Artist Name,Spotify URL,Apple URL
0:00:00,Time Moves Slow,"BADBADNOTGOOD, Samuel T. Herring",https://open.spotify.com/track/7mdIZBXnLBRjicqazeQopy?si=2bbd9aa5a45847df,https://music.apple.com/us/song/time-moves-slow/1608122095
0:04:29,One Last Dance,"Baby Rose, BADBADNOTGOOD",https://open.spotify.com/track/2hFJkTkYuul6obJwUakb0v?si=c315386f455b4a22,https://music.apple.com/us/song/one-last-dance/1730106909
0:07:38,Walls to Build - Mall Grab Remix,"Kllo, Mall Grab",https://open.spotify.com/track/1A8LrZ15bbYIEzCslhnuiD?si=9addc2b3880a4217,https://music.apple.com/us/song/walls-to-build-mall-grab-remix/1173552295
0:13:05,Falling,Pender Street Steppers,https://open.spotify.com/track/1SyDxD1MnlsQNeHHhm2dpg?si=3e11138995384f75,https://music.apple.com/us/song/falling/1484117064
0:17:12,de moi a moi je crois qu j'explose,Celine Dessberg,https://open.spotify.com/track/2PDIUasDkYgYU1l34KJJvt?si=bf21c96c72214eef,https://music.apple.com/us/song/de-moi-%C3%A0-moi-je-crois-que-jexplose/1777735642
0:20:38,Ghostride,Crumb,https://open.spotify.com/track/0R3TWpoxAhT3HDXM7tpRzS?si=1c064d1ac15047fd,https://music.apple.com/us/song/ghostride/1456789839
0:22:38,Peace Lily,LA Priest,https://open.spotify.com/track/3TUQrwDFczPsOFBshnXuKV?si=a01e0873c9ea4a48,https://music.apple.com/us/song/peace-lily/1492081918
0:24:31,Bound,Dana and Alden,https://open.spotify.com/track/1GqcRuZv24cjNzCAu9N0xI?si=868fa732b3d24a73,https://music.apple.com/us/song/bound/1654353069
0:26:54,Bam Bam,Sister Nancy,https://open.spotify.com/track/7ixiCZEHWHc8FxaQXQh2P4?si=ac3dbdd62a774312,https://music.apple.com/us/song/bam-bam/1799638137
0:30:08,Understood,Mick Jenkins,https://open.spotify.com/track/0TUK4LKkHVHdsLwscQckX6?si=84ec45dede704426,https://music.apple.com/us/song/understood/1504167329
0:33:27,Orange Coloured Liquid,Spooky,https://open.spotify.com/track/5q5Crj7RpbLeWdEaYzYKOf?si=6a4c18df8d4f4153,https://music.apple.com/us/song/orange-coloured-liquid/205234873
0:37:26,Champagne Coast,Blood Orange,https://open.spotify.com/track/2KufM8PiQY4i52XhRL96Fd?si=3ebf70ca0463422c,https://music.apple.com/us/song/champagne-coast/445411367
0:41:43,Anyone Who Knows What Love Is (Will Understand),Irma Thomas,https://open.spotify.com/track/5GWCndQ8ykzf6rYRvwrFcj?si=6275b15600c94adb,https://music.apple.com/us/song/anyone-who-knows-what-love-is-will-understand/716432787
0:44:28,Khmlwugh,HOMESHAKE,https://open.spotify.com/track/1pjTNKEur36dXqsQD718nM?si=6ab3a7af197648f4,https://music.apple.com/us/song/khmlwugh/1172853948
0:48:01,PPP,Beach House,https://open.spotify.com/track/0qQGx2TyjtZNDNyRYO9Z0W?si=8bb51a46e16c48cf,https://music.apple.com/us/song/ppp/997914100
0:53:34,Chamber Of Reflection,Mac DeMarco,https://open.spotify.com/track/1MJ5f5EYBC92ADD6xcz7nb?si=9dca8f12d3e2481d,https://music.apple.com/us/song/chamber-of-reflection/799685701
