Time,Track Title,Artist Name,Spotify URL,Apple URL
0:00:00,What Time Is L.O.V.E.?,Linda Fox,https://open.spotify.com/track/0VTaxxbftTCQHCTXDPhzTb?si=8055ae20445e4e93,https://music.apple.com/us/song/what-time-is-l-o-v-e/1617702754
0:05:49,Twin Flame,Weyes Blood,https://open.spotify.com/track/2HZasNmIAzprwJjFLPoSGM?si=81c3c7b02c534dc0,https://music.apple.com/us/song/twin-flame/1643062196
0:10:00,Lost,"T-Dre, Delux, Cali Life Style",https://open.spotify.com/track/4LLHvfvE21JQFD9ZKVCbd0?si=ea56146f2aa14207,https://music.apple.com/us/song/lost/1295480717
0:13:17,OH! TENGO SUERTE,Massayoshi Takanaka,https://open.spotify.com/track/7E4qUlNYocWix5FKBdw5CN?si=091a2f7a552a42f4,https://music.apple.com/us/song/oh-tengo-suerte/1443091712
0:17:10,Hand It Over,MGMT,https://open.spotify.com/track/1s2oewEkFG9eF9Mq7MyvCV?si=782534f1dfc04ee4,https://music.apple.com/us/song/hand-it-over/1334814541
0:21:05,The Glass City,Pender Street Steppers,https://open.spotify.com/track/5kEmd0codxg2I67Bhn6YVF?si=5017a8d5569b484d,https://music.apple.com/us/song/the-glass-city/1482697324
0:30:35,Black Spasmodic,"A Tribe Called Quest, Consequence",https://open.spotify.com/track/1qju0WsEHiDZoOBBDp8aAk?si=5457ed0e9f084f14,https://music.apple.com/us/song/black-spasmodic/1173106911
0:33:34,Ageispolis,Aphex Twin,https://open.spotify.com/track/7KRQoq9GeWeCm0ZAXg5XMb?si=9f1dd7b6a2a7432c,https://music.apple.com/us/song/ageispolis/1668863098
0:39:36,Drown in the Clouds of Dew,Rozie Ramati,https://open.spotify.com/track/781GaOkr6KLBKapMSxNM2J?si=4f09c35c4eb1476a,https://music.apple.com/us/song/drown-in-the-clouds-of-dew/1681958390
0:40:58,"High Tide, Storm Rising",Skinshape,https://open.spotify.com/track/7fPFaBCwqQqHEXsLLGtFmZ?si=81b0ee385182474b,https://music.apple.com/us/song/high-tide-storm-rising/1640698747
0:44:50,Flipping Poles,Connan Mockasin,https://open.spotify.com/track/1R3ialUN5Y6uNpsx1s8RxV?si=6d13d70ee13045d9,https://music.apple.com/us/song/flipping-poles/1775807667
0:49:41,HALCYON + ON + ON,Orbital,https://open.spotify.com/track/5xcunlfaZvD9BDQsLONI7A?si=1461c2c4b3854268,https://music.apple.com/us/song/halcyon-on-on/1806053645
